"Regulation","Ensembl ID","log2 Fold Change","Adj.Pval","Symbol","Chr","Type","CHP_115","CHP_118","CHP_137","CHP_198","CHP_69","IPF_182","IPF_202","IPF_92"
"Up","ENSG00000146457",2.21111722234003,"1.96e-03","WTAP","6q25.3","protein_coding",10.8918013216935,11.1311423347219,11.0064149864381,10.4272652867503,11.2491851178628,11.8260159251001,13.9743559148126,12.9738570036575
"Up","ENSG00000159388",2.20963728725829,"5.79e-03","BTG2 ENSG00000159388","1q32.1","protein_coding",11.0077913973876,11.9325904857491,11.6290986778866,10.8965492508513,11.8074527394084,12.1159335891628,14.4803981171753,13.6941886494625
"Up","ENSG00000090238",2.20937885819198,"3.40e-02","YPEL3","16p11.2","protein_coding",8.69998953038448,7.22729389663664,8.55693308148318,8.99429408599219,8.92917463177924,8.50030721567158,11.7127438132338,10.6627463382482
"Up","ENSG00000110931",2.20935364954828,"7.75e-03","CAMKK2","12q24.31","protein_coding",10.6118050324145,10.6857545667915,11.0064149864381,11.0593289556227,10.3145702812787,11.6419906771402,14.0038301743844,12.1060758514315
"Up","ENSG00000109107",2.2063265934418,"7.02e-02","ALDOC","17q11.2","protein_coding",5.92622918727768,5.61701327144276,4.51214852158457,5.71841173755207,6.53272882315813,5.91781120319628,9.11551214691416,6.85012018097154
"Up","ENSG00000196083",2.18903905999643,"5.67e-02","IL1RAP","3q28","protein_coding",9.3193293975843,11.4538064541568,10.1932335273727,9.6577261197545,10.2151152875747,10.6775880123465,13.698680074835,11.604883967545
"Up","ENSG00000197046",2.18481919984484,"2.45e-02","SIGLEC15","18q12.3","protein_coding",4.74005723500743,4.37808674229581,6.1265116540604,4.21688540868021,4.687690093739,7.01737831810462,6.27050625095378,7.51935529201129
"Up","ENSG00000164603",2.18205406608071,"1.32e-02","BMT2","7q31.1","protein_coding",7.94755745430335,8.50677362966788,8.09332921706273,7.68242280696615,7.92322595034989,8.79666607720354,11.2841791386611,9.33709131262941
"Up","ENSG00000105520",2.17903283568151,"1.80e-02","PLPPR2","19p13.2","protein_coding",6.65214891054072,6.50177415053587,6.37571358679151,7.09099073348517,6.89314452112043,6.93035354534471,9.81983100973215,8.54346071464999
"Up","ENSG00000155926",2.17790580531458,"1.30e-02","SLA","8q24.22","protein_coding",10.9755919072468,12.2157352179262,12.4499362730741,11.6876826704758,12.2978931980836,12.5946744068497,15.0685897867747,13.9299837621508
"Up","ENSG00000184557",2.17671429075965,"2.06e-02","SOCS3","17q25.3","protein_coding",9.04458355586498,10.3586933682958,10.9984744403341,9.80936231170419,11.2620314919906,11.2209493045151,13.0992601553881,13.042390404078
"Up","ENSG00000235903",2.17551087877301,"7.60e-02","CPB2-AS1","13q14.13","lncRNA",4.57793568529172,5.66806444714119,5.96204360964411,5.25006264627207,6.37202759751755,5.52767303090629,8.928109672939,6.97214165115647
"Up","ENSG00000129355",2.17503482511788,"8.34e-02","CDKN2D","19p13.2","protein_coding",6.75057533127114,7.52601547923708,7.06446737215085,6.64861817537864,8.30517116173574,6.8588410309886,10.7745908802037,8.55571223935866
"Up","ENSG00000109674",2.17442181952821,"6.02e-02","NEIL3","4q34.3","protein_coding",7.14734215190922,7.22729389663664,6.50090238570488,6.64861817537864,8.60130656203166,7.47916141264037,10.5781717137517,9.26281316781055
"Up","ENSG00000284792",2.17432653955212,"4.16e-02","PTEN","CHR_HG2334_PATCH","protein_coding",11.7032407693162,11.713539282405,11.2251969402208,10.3700744551355,11.5910575503975,11.7724660679903,14.7734728959446,12.2885509659155
"Up","AL592295.5",2.17158641586943,"9.10e-02",NA,"NANA",NA,4.29444894573296,4.8003812409437,5.87219849928637,6.66254245402479,4.95542291110072,6.60779506945778,8.7696259803631,6.10669603849698
"Up","ENSG00000265996",2.17114254912492,"7.46e-02","MIR3671","1p31.3","miRNA",3.27515136931785,4.18127835894237,3.52700828563143,3.29839723699651,3.42714915313468,4.9127162466299,6.16124497457417,4.31541789439529
"Up","ENSG00000145819",2.17015544925216,"2.92e-02","ARHGAP26","5q31.3","protein_coding",10.8368481139561,11.4179043624551,11.7994878442313,12.1264498886229,11.4622460463039,12.1598981858597,14.9123492862121,12.5965643678153
"Up","ENSG00000075426",2.16817815436673,"7.70e-03","FOSL2","2p23.2","protein_coding",11.7774927626615,11.6299045992028,11.9484314615492,11.352942854147,10.9794008079259,12.1614912248834,14.6442327624662,13.4169715944252
"Up","AC090617.5",2.16315952371199,"8.44e-02",NA,"NANA",NA,5.40417207871995,4.70582335405519,5.31308781887658,3.55879325357807,4.30490387856248,6.08830120183346,7.84770363083746,5.02847699203928
"Up","ENSG00000153823",2.15461837980867,"2.53e-02","PID1","2q36.3","protein_coding",7.04244504468932,6.44436041878424,6.77327187880537,6.32006677279248,7.65959184100828,6.9599489208617,9.4063218711986,9.62096403286418
"Up","ENSG00000158615",2.15177548056979,"3.09e-02","PPP1R15B","1q32.1","protein_coding",10.7913268631251,12.2173428194143,10.7132745349018,10.9725694449502,11.2163320500117,12.378157692925,14.5450303831873,12.0815009969259
"Up","ENSG00000118308",2.15130367366058,"6.11e-02","IRAG2","12p12.1","protein_coding",9.43633139173696,8.05327915845501,8.17074271440607,9.0823865251125,9.23081853916043,8.93224303736865,12.2659697212901,9.8391384139331
"Up","ENSG00000119922",2.14561782746157,"1.94e-02","IFIT2","10q23.31","protein_coding",11.0862224447737,12.0257503413066,10.623194150655,10.3942670048544,12.1431948264573,12.6873446532166,14.4515383034535,12.8871948553264
"Up","ENSG00000163660",2.14456753672587,"8.06e-02","CCNL1","3q25.31","protein_coding",10.5880415737391,13.1495621380688,12.5921466851657,12.8438031478577,11.5917595357494,13.3699424122881,15.7454576106169,12.7102583728989
"Up","ENSG00000104419",2.14265371542058,"1.77e-02","NDRG1","8q24.22","protein_coding",11.2533366281408,10.7945748930916,10.7547192285383,10.422158797037,11.3805136824103,11.4511239905572,14.1476355004345,12.4151476173092
"Up","ENSG00000087589",2.13736503477137,"2.78e-02","CASS4 ENSG00000087589","20q13.31","protein_coding",6.76947972511528,7.16645767461808,7.437700849053,8.21847627713083,8.78929805206034,8.49694622429779,10.0790998629916,10.6433602365944
"Up","ENSG00000039319",2.13041194918809,"4.41e-03","ZFYVE16","5q14.1","protein_coding",10.6758319581537,12.1261517148434,12.3242785837099,11.3318584355597,11.6838525272532,13.495877563062,14.570895057427,13.1352189605549
"Up","AC083862.1",2.13011966214671,"2.01e-02",NA,"NANA",NA,6.20147435012875,7.51211158318788,7.38993859026205,8.10578913303802,6.30511770906244,8.76906689727883,10.1763756479563,8.68625955352005
"Up","ENSG00000089159",2.12770547876741,"3.19e-02","PXN","12q24.23","protein_coding",10.7178018431021,8.60173867814393,9.56725697929884,9.40581019787731,9.75795804431356,10.3395657385156,12.8303840256858,11.47769834568
"Up","ENSG00000026103",2.12334804901022,"7.96e-02","FAS ENSG00000026103","10q23.31","protein_coding",8.73407247096348,9.28244378471327,7.06446737215085,8.82509520374507,9.57552127941013,9.17869750272556,12.2265105541683,9.75557236321884
"Up","ENSG00000100647",2.12289529668852,"1.06e-03","SUSD6","14q24.1","protein_coding",10.6745788750698,11.5234698478531,10.9512627473232,11.1448901555189,11.3497192803481,12.3715201250915,14.0264968568155,12.9394402817932
"Up","ENSG00000003402",2.12170286317796,"1.98e-02","CFLAR","2q33.1","protein_coding",12.5755250228181,12.7050611723275,13.2420031260961,13.4347929307382,12.6995151440365,13.6862617235892,16.1813955872232,14.0883770247658
"Up","ENSG00000186047",2.12079816279652,"5.81e-03","DLEU7","13q14.3","protein_coding",6.35954428323842,7.0653521590388,7.12407038231729,5.487600058668,6.46077586864015,7.88609037504337,9.23086499466206,8.62478975558644
"Up","ENSG00000166128",2.11530426375488,"3.52e-02","RAB8B","15q22.2","protein_coding",10.2286309452837,11.8403186775361,10.8041459436212,9.58830197596776,11.0893656521722,11.9811046155455,13.9910154516749,12.1686362533557
"Up","ENSG00000155099",2.11222967747844,"4.87e-02","PIP4P2","8q21.3","protein_coding",6.56826768504323,7.65814684351406,6.77327187880537,5.94038191670326,7.62708856624688,7.68811099621279,10.2260548173234,8.15948974530905
"Up","ENSG00000163041",2.11140655079363,"2.49e-02","H3-3A","1q42.12","protein_coding",11.9587984165061,11.5398372408556,11.4071526979224,10.2916069694785,12.2522236097571,12.1657307491398,14.6101427460366,13.4688294319896
"Up","ENSG00000262635",2.11003631847798,"2.17e-02","TDO2","CHR_HSCHR4_1_CTG12","protein_coding",3.64633003224209,3.68244763838531,4.626476315451,4.05740482354101,4.13036948749075,5.91781120319628,5.10457357255184,6.32854520634049
"Up","ENSG00000125347",2.10812652690166,"5.25e-02","IRF1","5q31.1","protein_coding",11.4982371183302,11.1168582527433,11.0646155913926,12.4197697753508,12.6942952685419,12.694698091862,15.1657136327284,12.7024279120502
"Up","ENSG00000113532",2.10264722887026,"9.10e-02","ST8SIA4","5q21.1","protein_coding",10.571978987397,9.52847573214352,7.46868591544227,9.0823865251125,10.5010011232474,10.204943986121,12.9516228251963,11.1518441438507
"Up","ENSG00000133639",2.10261157482782,"1.54e-02","BTG1","12q21.33","protein_coding",11.0984223712406,11.9967133704175,11.4716687148357,10.4852162145193,11.8179903775608,12.3012425961159,14.4886196126119,13.0404301145547
"Up","AC004825.2",2.10235726994849,"9.36e-02",NA,"NANA",NA,3.64633003224209,3.68244763838531,3.52700828563143,2.79058642038188,3.5244805232603,4.19571224143429,5.88705298177501,4.68018569513525
"Up","ENSG00000169826",2.10219063652214,"5.05e-02","CSGALNACT2","10q11.21","protein_coding",9.10536696021203,11.5720252789764,11.1290696535366,10.5918438208805,10.7312380542408,11.4537267659384,13.9800980716076,12.0983494796875
"Up","ENSG00000174125",2.09805910357635,"3.99e-02","TLR1","4p14","protein_coding",8.69998953038448,10.8053038232832,9.37211766159896,9.37442832630629,11.1984689085643,11.3203237928478,12.893237935336,12.2618791991226
"Up","ENSG00000125144",2.09493106678247,"8.50e-02","MT1G","16q13","protein_coding",5.01813749452398,5.19785997597092,6.16485741682611,4.49106388321135,6.46077586864015,7.52608309923841,5.44011273305744,8.55571223935866
"Up","ENSG00000015475",2.09475698358203,"1.71e-02","BID","22q11.21","protein_coding",9.55820607006139,10.2276361620625,9.78292326985433,9.25314259455334,10.910735896253,10.6559013426117,12.8381703085436,12.2257237367024
"Up","ENSG00000110046",2.09303567435472,"2.06e-02","ATG2A","11q13.1","protein_coding",8.87165629864524,8.40511429329268,9.56008161799155,9.90030798967049,8.16125988139585,9.79701175393583,11.8720589780702,11.2869507795288
"Up","ENSG00000223654",2.09262046976809,"5.98e-02","FLOT1","CHR_HSCHR6_MHC_APD_CTG1","protein_coding",10.1586528094961,9.42653616184573,10.4022714421372,10.1028145068069,11.670955965758,10.3802664349409,13.4067289101427,12.7892968039897
"Up","ENSG00000052795",2.09258429017445,"6.20e-03","FNIP2","4q32.1","protein_coding",10.5973294865942,11.9549255491126,12.3965542451551,10.9864743041939,11.3397246094727,13.2197722068699,14.292553442833,13.3015873102421
"Up","ENSG00000167995",2.09174901699672,"4.24e-02","BEST1","11q12.3","protein_coding",9.64265749027545,10.827928969801,11.4358565969789,11.1633698287322,11.3088914578498,11.0577406602513,14.0725817845031,12.717228729685
"Up","ENSG00000185950",2.08651453438802,"5.71e-02","IRS2","13q34","protein_coding",8.94831911501072,10.969474888539,10.7389195449327,9.84337837908099,8.34235363113989,11.3179448716463,13.0558466545495,11.4425032365849
"Up","ENSG00000162783",2.08616993613131,"3.19e-02","IER5","1q25.3","protein_coding",10.2097228526884,10.9745536313089,10.64030562324,10.5037049373507,11.3476427595244,11.0301036012074,13.9537181151565,12.1531982473002
"Up","ENSG00000262795",2.08529616346358,"5.58e-02","IFNGR2","CHR_HSCHR21_4_CTG1_1","protein_coding",9.78648178431318,10.524563395128,9.94869015685365,9.0771980033793,11.6212825092605,10.7435969827642,13.1986902722634,12.7230796424026
"Up","ENSG00000114626",2.08445419696161,"3.55e-02","ABTB1","3q21.3","protein_coding",8.0516143417627,7.95905733908448,8.91287890919534,9.44661826203113,8.5901082423548,8.89186744380055,11.7146786599971,10.468424278369
"Up","ENSG00000196268",2.0839865970599,"9.05e-02","ZNF493","19p12","protein_coding",9.05232301377859,8.94223963075256,9.05236506383728,9.19445122807349,7.81676653104838,9.56954224571711,12.2530471647494,8.39317511645452
"Up","ENSG00000288360",2.08283224526514,"1.94e-02","ZSWIM4","CHR_HG109_PATCH","protein_coding",8.15587031440511,6.51577754713787,7.60042944956921,7.87411865957477,7.04848956995487,8.0601506840914,10.2096844386441,9.79950661753403
"Up","ENSG00000124126",2.08166180183504,"2.06e-02","PREX1","20q13.13","protein_coding",11.1828136866203,11.2347836644945,11.4773932273726,12.2945907966854,11.8275578948906,12.1398353423689,14.7267211755173,13.2279948472003
"Up","ENSG00000055163",2.07959544814122,"6.52e-02","CYFIP2","5q33.3","protein_coding",9.21286226278001,9.0899524145398,8.36441728357945,10.715545982336,9.89849145423193,10.1652653296447,12.8319446477169,10.917517886773
"Up","ENSG00000239305",2.07943221778481,"7.39e-03","RNF103","2p11.2","protein_coding",8.83174105685158,9.4191046052184,8.55693308148318,8.19950009292842,8.66139020419015,9.93131320176958,11.7391231573125,10.213955349284
"Up","ENSG00000119681",2.07844869171589,"1.12e-02","LTBP2","14q24.3","protein_coding",6.28267311561084,5.4808743814549,5.72598042084185,5.0527244200217,6.34563484247353,6.69250798441609,8.17448730077913,8.24670977502198
"Up","ENSG00000234506",2.07467289603991,"7.90e-02","LINC01506","9q21.11","lncRNA",3.64633003224209,5.26572337229259,5.91782033944435,4.72136397766017,6.4107329279473,6.19170632269758,8.12878373536698,7.43697713668229
"Up","ENSG00000158470",2.06937645796842,"5.51e-02","B4GALT5","20q13.13","protein_coding",12.8336379942453,11.2729023378068,10.708414928897,10.0534695144416,11.1032172387078,12.642038781771,14.398360485057,13.1384808364908
"Up","ENSG00000115896",2.06691668741372,"1.71e-02","PLCL1","2q33.1","protein_coding",7.14734215190922,7.13050650020171,6.98096145872769,6.97303229081741,7.4771100311026,8.41740008856947,10.213794480852,7.8126916708165
"Up","ENSG00000102921",2.06682383804964,"9.69e-03","N4BP1","16q12.1","protein_coding",11.2279336745604,11.2368986461148,11.0671485789568,11.007083496036,11.6319011163806,11.6909795589942,14.1953553797947,13.0599141702408
"Up","ENSG00000178764",2.06662856236794,"1.85e-02","ZHX2","8q24.13","protein_coding",9.53076800482508,8.41261807884503,8.55693308148318,8.89458357742185,8.2169222894249,9.43375710958789,11.7654955422965,10.4449045954604
"Up","ENSG00000235568",2.06655384016272,"1.41e-03","NFAM1","22q13.2","protein_coding",10.0699364600251,10.0728564320358,10.1580226575724,10.5027377312578,10.6378027424586,11.3958033438197,13.1216719679342,12.0663813614275
"Up","ENSG00000100731",2.06528253960493,"3.35e-02","PCNX1","14q24.2","protein_coding",10.8820629696696,12.2119771666999,11.9185857302898,12.2276776499623,11.520919715204,12.4389706050332,14.9830834146455,12.9332322532507
"Up","ENSG00000178146",2.06412242346204,"4.82e-02","GK4P","Xq22.1","processed_pseudogene",4.39526199276335,5.08967600734406,4.25209833823773,3.77929815266096,5.26804852566239,5.29976721029501,7.22179431676662,6.55047181895363
"Up","ENSG00000135241",2.06372915334808,"4.16e-02","PNPLA8","7q31.1","protein_coding",9.59840886739134,10.5115192474843,9.50509777457689,8.70577248565086,10.076547855568,10.5084743178477,12.9427770214918,10.829440360412
"Up","ENSG00000181631",2.06234661808376,"9.48e-02","P2RY13","3q25.1","protein_coding",7.39872730782157,10.3401221545592,8.43671754134257,8.43674849300192,10.2332247272684,10.3367484270377,12.4170966840634,10.6700903681045
"Up","ENSG00000168389",2.06223046299222,"8.53e-03","MFSD2A","1p34.2","protein_coding",6.92931871100535,7.42575092933362,7.90228168203948,7.93274645357802,7.79742250666536,8.47319745778576,10.5229287963547,9.32568976451203
"Up","AC006160.1",2.0595047966136,"8.30e-02",NA,"NANA",NA,2.77409844906071,4.7538768542985,4.83108620830733,4.96555454926226,5.15099674500051,5.55378725704121,7.37645938593377,6.20952729669421
"Up","AC138356.1",2.05785902381023,"4.37e-02",NA,"NANA",NA,3.47264509453741,4.31542037604701,4.10208130258064,3.67325441973311,4.55575748056838,5.02897847562601,6.5386107635226,5.63867234479689
"Up","ENSG00000134250",2.05752520183042,"1.41e-03","NOTCH2","1p12","protein_coding",11.8285249959343,12.4719834571473,11.8355923507938,11.9042202397005,12.2940163312208,13.4976653876078,14.9280172087264,13.5197478846788
"Up","AC016831.1",2.05436243371891,"1.84e-02",NA,"NANA",NA,7.87085305811004,8.82903440796714,9.40852824680287,8.91798970134535,8.72931540646515,10.0484418365947,11.8374051054365,9.84014043487675
"Up","ENSG00000266053",2.04713081945545,"7.94e-02","NDUFV2-AS1","18p11.22","lncRNA",4.39526199276335,4.97271715279781,5.0921235595274,5.57853560542132,5.50112968864972,5.44636844999939,8.24579965013457,5.98151075670288
"Up","ENSG00000217128",2.04421090049792,"1.17e-02","FNIP1","5q31.1","protein_coding",10.2773232856818,11.4963599723114,10.8071796032467,10.423181541977,10.7533673793179,11.8410051094659,13.7703108761733,12.1825288752651
"Up","ENSG00000146232",2.04273723354189,"2.27e-02","NFKBIE","6p21.1","protein_coding",8.8090792554367,9.0253460617857,9.6336999113652,9.70558614441718,10.3899595345973,10.0621520016916,12.3870804251844,11.6803976216521
"Up","AL442128.2",2.04044036153238,"6.13e-02",NA,"NANA",NA,3.94128821420188,6.00235137631123,5.01024905535886,4.13934768810437,5.3499982145017,6.62020573890733,7.7454207233687,6.18449842827352
"Up","ENSG00000175489",2.02798274824286,"7.07e-02","LRRC25","19p13.11","protein_coding",7.78984035234177,9.8505676948136,8.98430709783049,8.6820440183827,10.7165088906079,10.1716033876711,12.2005125840274,11.6753535078736
"Up","ENSG00000153310",2.02732869650335,"3.02e-02","CYRIB","8q24.21","protein_coding",11.0087861424494,11.9670799502591,11.2308562371959,11.0434540034316,12.2126109293727,12.1883071712174,14.6165599051786,12.9035834252065
"Up","ENSG00000148154",2.02634511642202,"3.46e-03","UGCG","9q31.3","protein_coding",10.442504538407,10.969474888539,9.91252530140238,9.0052628923676,10.4004148938949,12.1720667672944,12.6157613200649,12.0674513265977
"Up","AL512343.2",2.02171656832517,"8.22e-02",NA,"NANA",NA,3.27515136931785,4.37808674229581,4.25209833823773,4.42724802693642,4.1909242538589,4.87178257757807,6.89318971416976,5.11049309589969
"Up","ENSG00000198673",2.02010063520264,"7.05e-02","TAFA2","12q14.1","protein_coding",5.92622918727768,6.44436041878424,6.98096145872769,7.3190926885767,6.47302000508854,7.79049408449454,9.83235989014324,6.69039062937647
"Up","ENSG00000082996",2.01533226386997,"6.63e-02","RNF13","3q25.1","protein_coding",10.6795846902603,12.6918236298798,11.0518835122412,10.2949630881868,12.5158747712368,12.7003713383699,14.6130631755116,13.3831687305868
"Up","ENSG00000143226",2.0109103615116,"8.86e-02","FCGR2A","1q23.3","protein_coding",9.8632850940982,12.9459803806457,11.0595362353453,12.1062150095127,13.1843450597967,13.1958739560673,15.0055326081794,14.0834668025451
"Up","ENSG00000278550",2.01031660937794,"2.66e-02","SLC43A2","CHR_HSCHR17_1_CTG2","protein_coding",8.15587031440511,10.1056323867027,8.95177907744297,8.66139001182041,10.3128683155262,10.7236063030233,11.7812752753859,11.7149479884139
"Up","ENSG00000157514",2.00678702070691,"4.37e-02","TSC22D3","Xq22.3","protein_coding",10.9332573721837,11.7997613997411,11.6788044806435,11.18945126047,12.1031364619689,11.7497004698176,14.6892063412376,12.8846475919634
"Up","ENSG00000133961",2.00472470361348,"2.05e-02","NUMB","14q24.3","protein_coding",11.3977811806714,12.0935521055236,12.2615222529142,11.6281702060579,11.3233341262751,12.3733542305714,14.7645115050031,13.2074668823282
"Up","ENSG00000177337",2.00030208622949,"1.39e-02","DLGAP1-AS1","18p11.31","lncRNA",7.16172371546712,6.8278461112873,7.40603567633916,7.81300707569756,7.87328943323916,8.20313138206988,10.2793188581828,9.11665784797653
"Up","ENSG00000178607",2.00021693230131,"9.35e-03","ERN1","17q23.3","protein_coding",8.88904799381111,9.40600654920639,9.6674782930297,10.0887031614635,9.11839176829677,10.4233955930865,12.2982625302554,11.1171307429948
"Up","ENSG00000117000",1.99864745681719,"2.25e-02","RLF","1p34.2","protein_coding",9.73451408728357,9.93505990086458,9.38435691077531,9.26459969254092,9.8756151663744,10.2345074603417,12.688693090792,10.8761065134258
"Up","ENSG00000075420",1.99126614265244,"3.52e-02","FNDC3B","3q26.31","protein_coding",11.8430988364517,13.5114451884186,13.1740095928472,12.9519302664073,12.8729758692739,13.8106797732503,15.9868521587782,13.9766341234724
"Up","ENSG00000065615",1.99000884925646,"1.59e-02","CYB5R4","6q14.2","protein_coding",10.0254122570938,10.704216141545,10.2983047052953,10.0964173645017,10.9539646507189,11.2461917736939,13.3897240553113,11.8159343734912
"Up","AC110611.2",1.98568591509768,"3.01e-02",NA,"NANA",NA,3.94128821420188,3.86855422439193,4.38797486954844,4.72136397766017,4.30490387856248,5.44636844999939,6.68789904732344,5.62012496446935
"Up","ENSG00000149289",1.98374907170935,"2.05e-04","ZC3H12C","11q22.3","protein_coding",9.03289595967565,9.06636014754891,9.37211766159896,8.17542338540127,8.97724501656545,10.6513734542237,11.2631802917128,10.8643344924573
"Up","ENSG00000108932",1.98359789478539,"3.57e-02","SLC16A6 ENSG00000108932","17q24.2","protein_coding",7.61274086735107,9.8226758732272,8.56412408038873,8.25569587375955,9.44486175645459,10.454916867542,11.6719988217622,10.2208958998101
"Up","ENSG00000183735",1.98106140307392,"1.88e-02","TBK1","12q14.2","protein_coding",10.1852939557248,10.8194860656562,10.4573784741908,10.3711347841149,10.4746026536207,11.3212742640568,13.4875981598547,11.4503989068672
"Up","ENSG00000144597",1.98100378958261,"3.95e-02","EAF1","3p25.1","protein_coding",10.267382953507,10.467166770326,10.4879482048381,9.04300999294953,10.1239076643652,10.7999146806511,13.1896761637975,11.2315174162188
"Up","ENSG00000160712",1.97585792015785,"2.23e-03","IL6R","1q21.3","protein_coding",9.82990418571688,10.4824000968672,10.2918218909694,10.2960800617098,10.8823279556178,11.3245959907196,12.8372825715682,12.5486373295472
"Up","ENSG00000110080",1.9739118164258,"4.72e-02","ST3GAL4","11q24.2","protein_coding",7.20402772869793,6.5569902156581,7.00229543051625,7.11143876098017,8.27751447398327,7.62792655807533,10.1551602430622,9.12654742730786
"Up","ENSG00000207870",1.9650535025143,"9.34e-02","MIR221","Xp11.3","miRNA",4.48948817193118,4.31542037604701,4.7324055697761,3.1481503929349,4.64503919589482,4.59830615130724,6.7646138116143,6.1718192562593
"Up","ENSG00000122861",1.96380354623905,"6.63e-02","PLAU","10q22.2","protein_coding",9.01716373773912,10.9996825757253,9.71993074416562,10.38904215592,11.911487299689,11.7780152393064,13.3156481980624,12.6433808840266
"Up","AL121574.1",1.96228758397392,"7.50e-02",NA,"NANA",NA,3.27515136931785,3.68244763838531,3.93463503475508,4.05740482354101,4.00105630185405,4.78625707255398,6.22778949798307,4.84897471924474
"Up","ENSG00000100284",1.95696389613641,"1.25e-02","TOM1","22q12.3","protein_coding",10.420247529939,10.5176211961184,10.9207760568914,10.8225142069797,10.9826159337984,11.2245099500335,13.5574515605966,12.4441047174425
"Up","ENSG00000119801",1.95508649972621,"4.55e-02","YPEL5","2p23.1","protein_coding",10.9684514358854,11.1598505454331,10.708414928897,9.39333924422348,11.0418665285506,11.5044014532357,13.7449741696914,11.8449264642755
"Up","ENSG00000223891",1.95196921191431,"2.55e-02","OSER1-DT","20q13.12","lncRNA",6.80656121620632,5.64276465948724,6.34264217345235,6.59153692842555,5.93205326734533,6.78359801472546,8.9314411337727,8.20686948167093
"Up","ENSG00000209042",1.94997221264108,"9.18e-02","SNORD12C","20q13.13","snoRNA",5.01813749452398,4.6561139678513,3.93463503475508,4.49106388321135,5.59374857567245,5.20407765781949,7.62713438683442,6.07980072606728
"Up","ENSG00000000938",1.94631171358415,"4.82e-02","FGR","1p35.3","protein_coding",11.5401217199272,12.5929145474455,13.4266700637338,12.491486943804,12.7632183308259,12.9626826682654,15.5714439531139,14.2371862266574
"Up","ENSG00000125384",1.94394122832239,"6.94e-02","PTGER2","14q22.1","protein_coding",7.43470169383109,8.49621793286479,7.04403964621611,5.96306240166184,8.74454648546546,8.87384147411231,10.3754032692692,9.7222643352251
"Up","ENSG00000112242",1.94313712990585,"1.18e-02","E2F3","6p22.3","protein_coding",9.20593980130582,10.0210258226045,9.70699532952171,9.20875644384789,9.41661358309886,10.2840981115449,12.335203231785,11.092114346363
"Up","ENSG00000143815",1.93987742626603,"4.87e-02","LBR ENSG00000143815","1q42.12","protein_coding",9.97743901851706,10.477936379469,9.1173565655749,9.05888980484649,10.2050573418292,10.4601041003682,12.8412730932585,11.0014222184489
"Up","ENSG00000151151",1.93721143805851,"3.38e-02","IPMK","10q21.1","protein_coding",8.84516921652279,9.61558044764556,9.08772384461126,7.86812268240583,8.48218267192561,9.90746121127058,11.7467074450235,10.0189102671998
"Up","ENSG00000224137",1.93417015795983,"6.00e-02","LINC01857","2q33.3","lncRNA",5.99209242130911,4.8003812409437,4.51214852158457,5.54885609667471,5.21070942140365,6.80549941667073,7.99507823418292,5.77904558296082
"Up","ENSG00000213462",1.92540989681761,"9.43e-02","ERV3-1","7q11.21","protein_coding",8.10468387699754,9.20677444603922,9.86963801650058,9.2759665209,7.94096451130804,9.89602376849937,12.1118962094954,9.37630175736798
"Up","AC092164.1",1.91817598399441,"7.14e-02",NA,"NANA",NA,5.70841436797129,4.97271715279781,5.91782033944435,5.09441064653135,5.59374857567245,6.37862923834123,8.39321828431867,5.90696354095117
"Up","ENSG00000272888",1.91525517293166,"7.00e-02","CHASERR","15q26.1","lncRNA",9.54180592957123,10.4435531050492,9.881199859372,9.63318724056958,9.93767234172519,10.5824854532398,13.0251869978681,10.088022813211
"Up","ENSG00000215301",1.91476794583677,"1.74e-02","DDX3X ENSG00000215301","Xp11.4","protein_coding",13.0198191845327,13.4926501356466,12.9258870204996,12.1855054373687,13.0448194008305,13.935027526749,15.7977607249579,14.248834565371
"Up","ENSG00000214193",1.91001973921207,"8.93e-02","SH3D21","1p34.3","protein_coding",8.45343145103549,7.46236478825427,9.27027568204026,9.84337837908099,7.27516744704462,9.76802567405642,11.5165368121033,10.1858543513196
"Up","ENSG00000259642",1.90661904965834,"2.49e-02","ST20-AS1","15q25.1","lncRNA",5.82142852772667,6.28995627289104,7.2542558514163,6.0503785118425,6.86554604684371,7.21032004069914,8.83156124168021,8.7105707921309
"Up","ENSG00000008130",1.90388802344729,"1.55e-02","NADK","1p36.33","protein_coding",10.6326044367418,10.4139493169728,11.3248743263836,11.3481044970601,10.8392301636919,11.6293831230069,13.6801097062451,12.5571936436073
"Up","ENSG00000072401",1.90253474456428,"2.72e-02","UBE2D1","10q21.1","protein_coding",8.80450386337664,9.68228632328531,9.01086453768309,7.98908449685575,9.25406443330291,10.0334406380395,11.8023532670985,10.3361786806955
"Up","ENSG00000283847",1.90061234651563,"1.69e-02","HBP1","CHR_HG2266_PATCH","protein_coding",10.6118050324145,11.0335353940451,10.3047585190734,10.0639991170281,10.7508554257375,11.2178903125699,13.3449871802675,12.1281896084811
"Up","ENSG00000165178",1.89320988151511,"5.79e-02","NCF1C","7q11.23","unprocessed_pseudogene",9.40644950382711,8.11437454241728,9.10754646471011,8.66485294553886,9.4725674317626,8.84769299742063,11.7551923803658,10.8897202228616
"Up","ENSG00000145365",1.88928806170975,"5.82e-02","TIFA","4q25","protein_coding",8.57661433867816,8.36699852269182,7.64179967102797,7.39611821869206,9.34514048398295,9.00266233725401,11.1752857432662,9.95467073177563
