"Regulation","Ensembl ID","log2 Fold Change","Adj.Pval","Symbol","Chr","Type","NSIP_73","NSIP_117","NSIP_122","NSIP_173","NSIP_179","NSIP_187","NSIP_197","NSIP_203","NSIP_80","NSIP_63","NSIP_81","NSIP_82","NSIP_84","NSIP_93","CHP_115","CHP_118","CHP_137","CHP_198","CHP_69"
"Up","ENSG00000157551",3.00806871328827,"1.58e-02","KCNJ15","21q22.13","protein_coding",7.86830566312945,10.9843224595322,6.00404863384531,9.99206070400218,9.76240970220919,8.56375314406043,9.97448655360949,12.1576952236728,10.8545245070605,9.68404863823286,10.4304399418253,9.04028310066666,8.00589650323252,12.8973295671316,7.68238660440948,7.09351715810572,6.62219704321696,6.37603239036799,8.95974624374312
"Up","ENSG00000136695",2.99932228959537,"6.79e-02","IL36RN","2q14.1","protein_coding",3.32255507491554,4.26680702870374,2.84144198263627,3.56642840080683,6.92619181049844,3.63823347071757,5.18746980100519,4.09999684464124,3.68038229701192,5.55415554733156,3.13203418602529,4.72645057230919,3.06400405593602,7.21837434649878,3.73736723541588,3.29278496364758,2.54920970231779,2.31153553045869,2.44923842815315
"Up","ENSG00000123610",2.98677538409037,"9.61e-02","TNFAIP6","2q23.3","protein_coding",8.13417214703977,12.7229513135687,4.52382317689145,10.8994058793315,12.8782790380489,9.53818028848312,7.49681668280496,12.0228894618709,11.4537093047872,9.06280775549735,9.14989879929015,8.13391097180149,9.0448634368914,13.7150204849395,5.87500374558635,8.39697704369094,7.66024916612192,6.40914258233782,10.1354524438012
"Up","ENSG00000082556",2.98393551697188,"4.93e-02","OPRK1","8q11.23","protein_coding",7.20314026713209,4.20536337476286,3.36942762319977,5.38568722576685,6.01526959421564,4.1990709612978,4.86945094062197,4.92108760196579,2.88606345487949,6.29935571623981,3.37233958645946,4.89158663218113,2.69890480186909,4.48934330947258,2.4151809554186,3.71307110113529,3.25692109635143,3.14086987161803,2
"Up","ENSG00000099985",2.98157577157867,"1.52e-02","OSM","22q12.2","protein_coding",8.65835291756689,11.5443039704418,8.11057742273059,9.39165896424312,11.2886694529037,9.31516810417529,8.81684809682997,11.1600633703396,10.7589068464772,7.36395805730308,10.8572573083188,9.73259326219964,9.60843404822523,13.417720878007,5.77312126972158,7.89776437878127,7.84600771823697,7.32360487107675,9.05992045779928
"Up","ENSG00000269220",2.98001982424492,"1.58e-02","LINC00528 ENSG00000269220","22q11.21","lncRNA",5.47668436130863,8.724449714292,4.79468649966508,7.39902833863159,8.19928084815497,6.75424543020099,7.06352337111821,7.87903637344185,7.72070837050622,6.36625166347039,7.00818991373173,6.23710632913375,6.01027382975995,10.667743487623,3.73736723541588,4.57808063685349,4.81202389669442,5.73253210220078,5.96465494828865
"Up","ENSG00000152932",2.97933615394345,"3.65e-02","RAB3C","5q11.2","protein_coding",5.32286846277964,3.76889904734596,2.84144198263627,4.35099185390347,4.55322807901695,3.53682874916745,3.88883978309556,3.46106315466442,3.43095580202561,6.36625166347039,3.37233958645946,4.7695401924241,2.95226502145557,5.62144195249889,2.4151809554186,2.27159735132948,2,3.29052307781304,2.93606185743491
"Up","ENSG00000188404",2.95550206736846,"2.19e-02","SELL","1q24.2","protein_coding",8.60094689014131,10.6179885906833,6.17189248544765,8.42139211559141,10.1601274093018,9.52830703806083,11.3094544299298,11.6618868452152,10.1468288148983,11.9240005357861,10.5643877348403,8.46407327068142,9.13398594861907,13.3042130459301,7.81648049182465,7.72208096045294,5.98414132608812,6.9376471039308,9.37611967151324
"Up","AC008691.1",2.95038698607078,"2.42e-02",NA,"NANA",NA,4.68738309078401,3.92951109715736,2.84144198263627,4.62568433980701,4.45808988661479,3.53682874916745,3.88883978309556,5.35103978600738,4.52343850869764,7.59069264114417,4.37040539734243,5.76988496940561,4.33664567035024,6.17602949387431,2.73719511714325,2.69726755193135,2.54920970231779,3.86841286390268,3.06760982104945
"Up","ENSG00000125538",2.94555616386891,"3.49e-02","IL1B","2q14.1","protein_coding",11.0979227442601,14.6225518688952,10.2131154774167,13.242043780779,14.6543799647189,12.1500408413305,11.0274908852149,15.3227066401277,13.8612975833272,10.0370154552117,11.6399441837176,12.2339905215836,10.5518038466768,15.7381310707017,8.61527772977828,10.3796003866362,10.8559813917284,9.89439586199896,12.0964069559434
"Up","AL022067.1",2.94148723349966,"7.77e-02",NA,"NANA",NA,2.45971664333802,3.85143899204583,2.48121636789189,3.38130116292134,3.42523516475451,4.2639718374511,3.48658491274927,4.96223581812351,3.12920189558449,5.61042951757707,4.47718234561605,2.67983429016789,3.26445362034477,4.23025785836497,2,2.87071944409578,2.54920970231779,2,2.63038590899679
"Up","ENSG00000258819",2.92594177305173,"1.89e-02","LINC02289","14q24.3","lncRNA",4.35839301299687,5.58932990010141,5.54718361597963,4.1336954104063,5.23693854507397,4.60189296578986,4.86945094062197,6.54548498661612,6.32178612951299,5.37082796553429,6.65711029928335,5.58926675825993,4.58163478238373,8.72787040140334,3.73736723541588,3.71307110113529,2.54920970231779,2.78499274186215,4.69594708006552
"Up","ENSG00000091137",2.90475086389681,"7.39e-02","SLC26A4","7q22.3","protein_coding",4.00078368246965,3.76889904734596,4.42091920397556,3.38130116292134,3.2085227471739,3.53682874916745,2,2.52434248610076,3.95740570842877,7.22668405832702,6.396424649409,5.14166569683519,5.53550864779024,4.36560874689225,2.4151809554186,3.02553785538067,3.25692109635143,2.97387685696999,2.93606185743491
"Up","AC092053.2",2.89834246899548,"5.14e-02",NA,"NANA",NA,5.42721240987432,5.41030739864097,3.36942762319977,4.07384224942938,4.9527679721434,3.98476511770226,4.20304358151799,5.52590228047718,4.60614811148165,2,5.22368947985254,5.48970317636714,4.75814674802912,7.73830255111331,2,2.50007519411096,3.5125483155277,3.14086987161803,3.9029977848894
"Up","ENSG00000204936",2.86240063468091,"3.08e-02","CD177","19q13.31","protein_coding",4.64473388553998,7.22960297650982,3.36942762319977,6.35323311170636,4.9527679721434,6.17903642486025,9.25161378740398,7.34568564654862,5.94655769969785,5.61042951757707,8.48192205867243,6.78062782672223,4.85453839086609,5.79935926835296,5.36975203549896,3.02553785538067,3.5125483155277,3.66414190167688,4.98933295085203
"Up","ENSG00000137869",2.85375327954318,"5.14e-02","CYP19A1","15q21.2","protein_coding",6.03440403309399,3.58814010177253,7.28571032048135,4.19116403915798,5.37355752681438,4.99501166650902,4.86945094062197,5.28770256961374,3.12920189558449,8.64464127656888,3.75845282593583,7.42412428896187,3.86746406099896,5.21837841818186,3.22272030012652,4.10912589473811,3.91827302863224,3.86841286390268,3.5894070201563
"Up","ENSG00000236438",2.84681046694362,"5.88e-02","FAM157A","3q29","transcribed_unprocessed_pseudogene",4.50865580659761,5.46376297793567,2.84144198263627,5.30988122555961,5.8186550702732,4.83334528838908,6.55631332139455,8.70341155442041,5.79613274225802,5.49559713797087,6.66842251356651,5.32615420770837,4.91539784463508,8.83089165636136,4.58544063239013,2.50007519411096,3.5125483155277,3.14086987161803,5.26077910713212
"Up","ENSG00000113303",2.83594037040736,"1.91e-02","BTNL8","5q35.3","protein_coding",4.88354623920217,8.4804437734939,4.70992612369496,6.48545441281335,7.8795017391771,5.10538305558701,7.27973942131008,7.89506272503807,6.89899666671423,6.71319243928192,6.74521770332655,5.58926675825993,5.41423252491494,9.60100620723786,3.41539611288541,3.61891349558734,4.49386223713394,4.99816094718936,5.84138504593173
"Up","ENSG00000135083",2.81859405206376,"1.94e-02","CCNJL","5q33.3","protein_coding",4.55545587957565,4.72650903069823,4.61987340601491,3.04964569335544,4.98725134748576,3.98476511770226,6.02849069426901,6.78218914299018,5.64783478214195,6.68726275341125,6.85819854974611,5.81171499466054,6.52170027939674,8.24349033324082,4.32238710433171,2.87071944409578,4.37004012591707,2.97387685696999,3.83075643930685
"Up","ENSG00000163739",2.81809453932149,"1.89e-02","CXCL1","4q13.3","protein_coding",8.60928893201234,10.9762978608377,6.58275865688964,10.135284873807,11.3028564607821,8.43579856800318,7.96061480198522,11.0805422502709,10.7572111508534,9.15082206585867,11.4810223697328,9.54382852807061,10.4906225206973,13.2152958069915,8.03765432229435,7.62852897672349,7.21475212544805,7.21545272230279,9.13870500097413
"Up","AP002478.1",2.78147755489258,"7.19e-02",NA,"NANA",NA,3.85873766114919,4.00357430953022,2,3.04964569335544,3.85679354866335,3.04013649734454,3.48658491274927,3.94441115746511,3.8929755931893,4.50395390642124,3.67117485124727,3.58809414281976,2.83113954030535,5.84640772471018,2.4151809554186,2.27159735132948,2.94603295875775,2.31153553045869,2.63038590899679
"Up","AC009542.1",2.77857958215161,"5.24e-02",NA,"NANA",NA,5.21038526447397,5.85243037708043,2.48121636789189,3.94612837331048,3.85679354866335,2.50849851191223,4.46090538446508,5.25495975429001,3.33721302639341,5.55415554733156,3.918606090364,4.43678604764411,3.52095830797644,6.11969162104225,2,2.87071944409578,3.5125483155277,3.14086987161803,2.44923842815315
"Up","AC020907.3",2.77069517923112,"9.87e-02",NA,"NANA",NA,3.70116313245521,5.20588060108511,2.48121636789189,2.91967150228589,5.61320373258966,3.04013649734454,4.20304358151799,5.70627006707681,4.99179604721902,4.24424870113517,4.75697304002677,4.68203424825708,3.5972375497459,7.60100698802167,2,3.29278496364758,2.54920970231779,2.97387685696999,3.9029977848894
"Up","ENSG00000241163",2.76705324889875,"7.71e-03","LINC00877","3p13","lncRNA",5.78232856784742,8.00017375355147,4.19007146746883,7.7869731485924,8.05637628866578,6.93450809544711,7.5532787038338,8.10712455438474,7.42851330192506,7.83462392426707,7.19968270798876,6.38298117298006,5.25851750980315,9.8406065877796,4.41550367958713,4.17678290251607,4.90419015383828,5.23817173755162,6.04667194827116
"Up","ENSG00000215196",2.75708132824554,"2.02e-02","BASP1-AS1","5p15.1","lncRNA",4.80825052442268,5.07458681614551,2.48121636789189,4.01139807624609,4.88122547601635,3.63823347071757,4.46090538446508,5.44111869896878,5.46046629958168,7.26224639182454,5.2837667435982,5.91127299363251,4.24477512966946,6.80730619686114,3.0002868980162,3.29278496364758,3.25692109635143,2.78499274186215,3.9029977848894
"Up","CTB-178M22.2",2.75658435382075,"9.87e-02",NA,"NANA",NA,5.7014041899727,4.81143912510938,6.32222849476785,5.52630388839318,3.92952763452835,5.33417222206451,6.02849069426901,5.46993706684079,4.56538594588311,3.2640641662689,3.37233958645946,5.98625087671941,2.20891425678992,2.29955080764403,3.87488640526332,2,3.72962650806738,2.31153553045869,2.79130455228682
"Up","ENSG00000089169",2.7521242643191,"3.93e-02","RPH3A","12q24.13","protein_coding",5.45216043266337,4.26680702870374,4.31010770365713,3.47683219747485,3.92952763452835,3.90561959497827,5.94654262676607,3.46106315466442,3.43095580202561,6.88271695978176,3.918606090364,6.00440193248401,3.66968542607465,4.4288021531905,3.73736723541588,3.1653407416265,2.94603295875775,2.31153553045869,2.44923842815315
"Up","AC064805.1",2.74086661913368,"5.01e-02",NA,"NANA",NA,4.64473388553998,3.68134869351099,2.84144198263627,5.30988122555961,3.85679354866335,3.30975308668396,4.20304358151799,5.18715673668745,2.59347411391593,6.07776325751833,3.918606090364,4.58887599233653,2.95226502145557,6.11969162104225,2.4151809554186,3.29278496364758,2.94603295875775,2.56759973468583,2.79130455228682
"Up","ENSG00000042832",2.73532450059271,"1.52e-02","TG","8q24.22","protein_coding",5.59341526459447,6.5155170918869,5.54718361597963,6.23524380321872,7.80896080846609,6.21230541595438,5.66841592226075,9.39405988620702,6.80583003712554,7.65898879850305,6.58730851896534,6.92101634556918,5.0839391355339,9.41260103200502,4.73745328685245,3.71307110113529,5.07254187174393,5.31005383522458,5.31474347787348
"Up","ENSG00000105835",2.73208699361243,"1.83e-02","NAMPT","7q22.3","protein_coding",12.2206662565284,15.8761874659777,11.0388917102025,14.4182807593762,15.3839529027078,13.8031659254208,13.493703629074,16.3232995470404,15.4108862430941,14.0829371649188,13.9692417608241,13.1162197441349,12.2855956766149,16.6900691967918,11.3871539352105,12.8548960683556,11.858749349423,10.5087020656074,13.0012046951573
"Up","ENSG00000153162",2.72805746378069,"1.20e-02","BMP6","6p24.3","protein_coding",5.23933888163117,7.61347556278534,4.05913401396172,5.77208835320685,7.25106841011808,4.99501166650902,5.85965792090279,7.12790312272426,7.10501512697777,5.71679177387389,5.75623257749637,5.83218381388729,3.86746406099896,7.99995025967778,3.87488640526332,2.87071944409578,4.23458445921541,3.42610111552981,5.05422105412933
"Up","ENSG00000120949",2.71425191526999,"2.46e-02","TNFRSF8","1p36.22","protein_coding",5.23933888163117,6.89212836953959,3.7551100265994,5.96565741550281,6.49428769198491,4.74516846035257,6.17961940949545,6.9552215715561,7.46221015106529,5.66459061447397,5.7131862994476,5.76988496940561,5.16135863529712,9.35682493803552,4.32238710433171,3.40987918140086,3.72962650806738,4.76227847699211,4.95576060685554
"Up","ENSG00000062282",2.70333827750752,"1.52e-02","DGAT2","11q13.5","protein_coding",7.83074918662677,10.0137341015405,6.84370286729061,8.68161841061044,9.82690036533102,8.55405394689283,8.39065792463393,10.5400172173904,10.2676827616607,7.6984665968877,9.6353054913414,9.58963300521184,7.43904125638221,11.9573864629076,5.27353289166732,6.52087639140487,6.59479902961373,6.98233383101502,8.33668106968573
"Up","AC112255.1",2.67673527878577,"9.42e-02",NA,"NANA",NA,3.61541357848632,5.65973810577164,3.36942762319977,5.73392330973391,6.3427366289596,3.04013649734454,5.18746980100519,6.43289680244112,6.27198815882062,6.03728121232902,4.19378006790203,3.58809414281976,3.52095830797644,7.36290606113192,2,2.87071944409578,3.91827302863224,2.31153553045869,4.56847265257332
"Up","AC136475.7",2.67614953102385,"9.72e-02",NA,"NANA",NA,2.64423241048815,4.14118600757208,3.57511891247999,2.61824871947425,4.12801798894811,3.18123402530264,2,4.59459541083386,4.52343850869764,3.73820121851557,4.52774643771737,4.00352261982112,2.55331531310185,7.59413154690389,2,2.50007519411096,2,2.78499274186215,2.63038590899679
"Up","ENSG00000170956",2.6725429357326,"3.94e-02","CEACAM3 ENSG00000170956","19q13.2","protein_coding",7.32294679911005,9.99342974340968,6.00404863384531,8.49740140960692,9.33040666871599,8.2797731062447,8.45134184516712,9.720655566236,9.45986842036116,8.63110365791437,9.34404752687169,8.44758453563309,7.6991209820954,12.2423907908662,4.80784671230328,6.06547894434214,5.80446139803197,6.42541701303208,8.60650597709674
"Up","ENSG00000119535",2.67076244329495,"2.28e-02","CSF3R","1p34.3","protein_coding",11.7922065251192,13.0620764268716,10.0307522424007,11.5903632530463,12.8946932006443,11.6666764045763,12.6230276322984,13.4768701295788,13.4087205282917,12.1275211259532,12.8828086389029,12.3141675777997,11.4457405478068,16.022230583172,8.70562458718901,9.97286214610374,10.3901301511817,11.1488745184737,11.5282530521913
"Up","ENSG00000148926",2.66346400448951,"3.49e-02","ADM","11p15.4","protein_coding",7.40828796823785,10.2947674330769,5.81407491622413,8.91485224032071,9.60199471773395,8.25204586199937,7.80654524328416,9.86867183227128,10.0587126084892,9.37447419701124,9.2828030094338,8.21797902701967,7.79940135656329,12.1960314172943,6.1704668720296,6.52087639140487,5.65330054251036,5.83355133521698,8.67257805397693
"Up","ENSG00000115590",2.66003621861815,"3.68e-02","IL1R2","2q11.2","protein_coding",8.56993996853484,10.8050059189124,7.41181976819648,9.69582540754809,10.6334019345931,9.12736376144818,9.07967160634186,12.3436280820121,11.1856333155289,11.1324180656011,10.5734421705436,9.99789798895575,7.07560888600776,12.3766593055899,6.75543999563004,7.14510041407116,6.53839085793807,6.05890630656894,9.87867848810213
"Up","HSD52",2.65725749553509,"1.75e-02",NA,"NANA",NA,5.57081246843575,8.62530185794733,3.91511574534017,7.68564147396822,8.72118300292116,6.57402396205174,6.31640713850674,7.80179865128112,7.75736239302589,7.72419747311029,7.29763998730114,6.32638862916449,5.90916066917341,9.31353053995862,3.0002868980162,5.39624270754889,4.71356535126509,4.76227847699211,6.19791795397776
"Up","ENSG00000101187",2.64697794499111,"9.58e-03","SLCO4A1","20q13.33","protein_coding",6.11472665167602,8.71896400330717,3.7551100265994,5.96565741550281,8.09246164315387,4.49780591635663,5.85965792090279,6.99542093275388,7.23415876203652,7.27970414232176,6.44984662742765,6.6014363575011,5.51599077589044,10.7749899939362,4.11591857535504,4.03813923775246,5.07254187174393,4.04731589020259,4.81306679333588
"Up","ENSG00000126262",2.6289341885999,"6.11e-02","FFAR2","19q13.12","protein_coding",7.91839961348451,12.0210103434429,6.97663160916349,9.45608189066174,11.3270374151911,9.47790108399985,9.5716471999191,11.4848001823567,11.1074882677554,9.01670155781937,10.0079177772011,8.66000024465198,9.09669729647345,13.2373892937863,6.58551233847524,7.18672088781806,6.64908442732321,7.92540406822531,9.90750065401102
"Up","ENSG00000179388",2.62429888892819,"7.44e-02","EGR3","8p21.3","protein_coding",7.26780422758991,10.0996158180041,6.10707887590968,7.59273446223045,10.7590836665095,8.88842849417147,9.28534093522599,11.0996851625497,9.04940856052024,7.77432209321468,10.1699008298554,7.4508436369575,7.59600112416511,12.8707291334174,6.68237542976818,7.05807432448172,8.42258545138895,7.22478159622621,7.86226482288513
"Up","ENSG00000277406",2.62116893045955,"2.72e-02","SEC22B4P","1q21.1","transcribed_unprocessed_pseudogene",5.23933888163117,5.79101546938125,4.61987340601491,6.19366764112091,6.63142126728917,4.83334528838908,4.67959170187267,6.27855524661818,6.69682385034855,5.8158480546663,4.47718234561605,4.38230485790357,4.97379355076555,8.9379460780921,4.32238710433171,3.80145819372934,3.72962650806738,4.12908197192705,4.21822115035901
"Up","ENSG00000005108",2.61952214521283,"9.29e-02","THSD7A","7p21.3","protein_coding",4.35839301299687,3.92951109715736,3.7551100265994,4.70673917419265,3.52249256044252,2.2765376877092,3.48658491274927,2.7289365333587,4.13504416533999,7.17164086071749,5.7980315915334,5.41024501268697,5.96780430946124,4.75894883538179,3.0002868980162,2.87071944409578,2.54920970231779,3.14086987161803,3.67442270303825
"Up","ENSG00000059728",2.60922500947894,"1.89e-02","MXD1","2p13.3","protein_coding",10.4270443920076,13.5550280019024,10.4106782926911,12.1094742975193,13.6621686831212,11.3607609806243,12.3773822226167,13.5951214177241,12.8700777355163,13.7551761130672,12.0953508861401,10.8062311160665,10.106177310142,15.3391356923464,10.2997799363451,10.5463487037196,10.5214338433745,9.96845863541775,10.9365788649412
"Up","ENSG00000124216",2.60782921458399,"7.71e-02","SNAI1","20q13.13","protein_coding",4.88354623920217,6.55299714661217,2.84144198263627,4.29965843013093,6.8810586110705,4.78993043521376,4.20304358151799,5.73029019286241,6.24642939477365,6.46111629867907,5.7980315915334,5.61311990533134,4.61870718955209,8.90498969168568,2.4151809554186,4.52714633536557,4.81202389669442,3.14086987161803,4.21822115035901
"Up","ENSG00000093134",2.59617139558065,"8.86e-02","VNN3","6q23.2","protein_coding",5.96676225452381,9.52358767736928,5.44599182601888,5.84551691696871,8.83915217551563,7.87481300926597,9.13621457418858,10.1702858506792,8.90781543710213,7.60461297045106,11.9165598539582,6.73787303371557,10.1551027442539,10.131608778203,8.27978999717608,5.67888176310062,5.59917656527143,5.34469495274689,7.40194050763753
"Up","ENSG00000233791",2.58027441001472,"6.23e-02","LINC01136","1q32.1","lncRNA",5.50079837358096,7.68836770449622,4.19007146746883,5.77208835320685,7.36690611828819,5.20790740676315,6.24963384157813,7.79041922501153,7.38232378178911,5.55415554733156,7.2682014558177,6.38298117298006,5.554765987878,9.88353290622532,2.4151809554186,4.93141763403801,4.71356535126509,4.86130530487476,5.91310909605877
"Up","ENSG00000113494",2.57785715103751,"6.54e-02","PRLR","5p13.2","protein_coding",5.59341526459447,7.40382217065591,3.91511574534017,4.9591770632105,5.65670139261229,5.1403736527985,6.10603307326717,6.29475394983116,6.93143721896794,9.62380772010894,4.37040539734243,6.10875903505507,4.85453839086609,8.13398152147387,4.66344817651365,4.80883096542938,4.23458445921541,4.04731589020259,5.14638897771701
"Up","AF111167.1",2.57277527284327,"2.28e-02",NA,"NANA",NA,5.85895377856902,6.67133311948177,4.79468649966508,5.63384521566131,6.173376466445,5.72841008327631,4.67959170187267,6.78218914299018,6.05359154514712,5.23423796282062,7.73967856820598,6.83234888751943,6.05152881591735,8.91605901418035,2.73719511714325,4.03813923775246,4.37004012591707,3.55002546051473,5.62350398156862
"Up","ENSG00000100024",2.53759283559107,"9.94e-02","UPB1","22q11.23","protein_coding",4.41023913819521,7.60160065700878,2,7.2514947471286,8.15446602322469,5.06952267002047,6.898981088592,6.87129792642501,6.77934086971444,6.83627942878237,4.95472259167855,5.2058192011532,4.54358455726451,8.53312997435134,2.73719511714325,3.29278496364758,4.23458445921541,5.37852375548209,5.26077910713212
"Up","ENSG00000154928",2.53539932635756,"3.00e-02","EPHB1","3q22.2","protein_coding",5.98397233720887,8.23736129259824,5.73047944527667,7.06424982138908,7.21514992093638,5.98093112613282,7.9813406395897,8.52609713625275,8.68334797100951,8.33802641265505,8.07756802860737,6.61331204562081,5.86355860022729,10.7104911396583,5.32244447024525,4.76553937890678,6.67547986788263,5.53670282177322,5.94767680853506
"Up","ENSG00000228329",2.51782105179997,"4.14e-02","LINC01890","2p13.3","lncRNA",4.00078368246965,4.26680702870374,2.84144198263627,3.04964569335544,5.02092970350034,3.04013649734454,3.88883978309556,4.54128120111941,4.86317242656837,4.50395390642124,4.06274385845751,3.68130130157578,3.26445362034477,5.95772448672102,2.73719511714325,2.69726755193135,2.54920970231779,3.14086987161803,2.63038590899679
"Up","ENSG00000116741",2.51303711058399,"2.15e-02","RGS2","1q31.2","protein_coding",9.70667219944864,12.234780256601,7.38473266001596,9.92059003477465,10.9865152649592,10.7521301329467,11.2657714921088,12.4071705232759,11.5141949780864,9.997996027305,10.8872185506335,9.033670113458,10.1118767160306,13.3223976935287,8.4099579265839,8.45943698817534,8.44577313482149,7.51065051842607,10.0425601048377
"Up","ENSG00000184106",2.50861640793066,"3.08e-02","TREML3P","6p21.1","transcribed_unprocessed_pseudogene",5.40182536665775,6.71607715226403,5.85412369241578,5.61296871099885,6.85328502622937,5.53159631451609,6.24963384157813,8.56668544234487,6.02381207063465,6.33319139019923,5.89751929751122,6.12544090916558,4.14665399893337,9.15671357762591,3.22272030012652,4.41954330758391,4.90419015383828,4.71009367160534,5.26077910713212
"Up","AL355304.1",2.50821656168015,"2.30e-02",NA,"NANA",NA,3.70116313245521,6.14199705632726,3.1294546816786,4.9591770632105,6.39504262567638,4.95626153966632,5.18746980100519,6.80498761457592,4.64579015128013,6.19280978095719,4.42478149490757,4.07396779302433,4.24477512966946,6.57563627629807,3.22272030012652,3.40987918140086,2.94603295875775,4.20646139207123,3.29940724308959
"Up","ENSG00000167680",2.50354452427834,"3.55e-02","SEMA6B","19p13.3","protein_coding",10.2427266524391,10.6961468549501,8.48681254439484,9.83077633069836,11.0838354156518,8.45677174827468,8.85103415673541,10.0321855430692,11.6640916630867,7.41224540335243,8.90412664887069,10.3048037713077,9.0668273765409,13.1328940485026,6.56533411989765,7.79924069203574,8.43035616213079,8.49859146925762,8.75296137995136
"Up","ENSG00000230417",2.49678387878674,"8.41e-02","LINC00856","10q22.3","lncRNA",4.60078536899563,3.48849106290288,2.84144198263627,3.56642840080683,3.52249256044252,3.4277539382621,3.88883978309556,3.21090860830932,2.88606345487949,6.15547109805522,4.06274385845751,5.23685694072605,3.5972375497459,5.14500551509873,2.73719511714325,2.87071944409578,2,2.78499274186215,3.06760982104945
"Up","ENSG00000028137",2.49287806237783,"2.72e-02","TNFRSF1B","1p36.22","protein_coding",11.3551548279165,13.1809348746945,9.63346122157178,11.6918421369374,12.7362947720936,11.1074976210817,10.7779009473561,12.4954471441619,12.8292336154829,12.4307517795465,11.3835769406456,11.4973427821472,11.0176875542208,15.2623379990286,8.57042330915171,9.98116492031107,10.1167623520454,10.2500809567481,11.0724937323413
"Up","ENSG00000103196",2.48966834621452,"5.97e-02","CRISPLD2","16q24.1","protein_coding",5.11986566012083,8.06646878022638,5.27950728495275,6.91020091182564,7.87490481392592,6.39725684836565,8.90627013826616,6.97546126237198,6.63906804646371,8.69104692344542,7.77149992750988,6.02232745794485,5.75118956308921,9.84350842212168,5.9391357835203,3.80145819372934,3.5125483155277,3.96063573599544,6.82776570933238
"Up","AC007342.3",2.48250342852981,"9.85e-02",NA,"NANA",NA,4.60078536899563,6.90184460283563,2.48121636789189,4.89144417009256,5.99846249442543,4.91644180699797,6.85473636955948,8.11626820197759,6.98650999890069,6.78829730944277,4.87884351521479,5.17409901543317,4.46433429774469,8.31213492677343,3.87488640526332,2.87071944409578,3.91827302863224,3.42610111552981,5.68626279007779
"Up","ENSG00000105707",2.48076804204806,"9.99e-02","HPN","19q13.11","protein_coding",4.24875243056907,5.03980758319251,3.7551100265994,4.44848408552097,5.61320373258966,2.88372853841526,2,5.49819103287572,4.01908099471761,4.91481907225827,4.12974916151906,4.63620692101387,3.92779187864471,7.45685783779371,3.0002868980162,2.50007519411096,2.94603295875775,3.86841286390268,3.40268781653973
"Up","AL109615.2",2.48064718621912,"2.38e-02",NA,"NANA",NA,5.82114983345507,7.18255018795448,3.7551100265994,7.42919779031409,7.21514992093638,6.57402396205174,4.46090538446508,4.8787312225932,6.49456994169414,7.17164086071749,5.36943732949238,6.15823689898067,5.05718103496408,7.28819573187527,2.4151809554186,3.71307110113529,4.37004012591707,3.29052307781304,5.48915003487744
"Up","ENSG00000181577",2.47496440120506,"3.00e-02","C6orf223","6p21.1","lncRNA",4.24875243056907,7.56537797071429,3.1294546816786,7.04878731426047,6.69539072796447,4.44280373618422,3.48658491274927,4.48592093341244,6.89077125498129,6.26470739348931,5.64610844049956,5.43722025160535,5.21075581844157,6.47443770750234,3.58534501873232,4.03813923775246,4.49386223713394,3.7698897035029,3.5894070201563
"Up","ENSG00000235030",2.46075685650322,"9.82e-02","IER3","CHR_HSCHR6_MHC_SSTO_CTG1","protein_coding",8.37824278106407,7.83249907199331,4.70992612369496,5.5484630314763,7.98137945484535,5.86018854509643,4.46090538446508,8.21319978257548,7.70202611823869,2.55310280165477,8.88970041804494,9.033670113458,8.29926641335341,12.3804105731315,4.93909837174413,3.29278496364758,4.90419015383828,4.59969521488614,6.80908672116289
"Up","ENSG00000112195",2.45980004294489,"4.03e-02","TREML2","6p21.1","protein_coding",6.91987352540127,8.35166224247596,6.92115482417196,7.31750106382426,9.12313922969538,6.96410632722724,8.20927916760306,10.0249209785844,8.94602701502376,7.86963111590496,8.54465304934735,7.98647340310368,6.56032437259363,11.3924321023117,4.58544063239013,5.8544282314775,6.38689423079306,6.76935067880593,7.55551669175154
"Up","ENSG00000152784",2.45103364451388,"4.08e-02","PRDM8","4q21.21","protein_coding",6.01778858041772,8.31577098358976,4.52382317689145,6.93564482674264,8.60385630607611,7.04018890926736,6.6105365377003,8.81992373694188,7.95964795367519,7.50422628705914,8.38924748540811,6.62509077540847,7.74594956833581,10.8875217119006,6.22293543009311,5.7472389564222,4.99082029399913,6.10004145848563,6.42343584611983
"Up","ENSG00000187775",2.45020399648384,"3.94e-02","DNAH17","17q25.3","protein_coding",7.2465699909122,9.3534627573563,7.22591689257812,9.39777463165182,10.0338526414442,7.95561977164743,7.49681668280496,11.2217272385002,10.1809589537681,8.58971150816063,7.71806758226713,7.93535541240008,6.68790409218593,11.43297317162,7.22295079529184,5.89516917331421,6.84784832210213,7.02567789421111,7.90246951132014
"Up","ENSG00000121797",2.44697857776435,"6.63e-02","CCRL2","3p21.31","protein_coding",10.5706603698607,13.0424457347414,9.05785436319506,11.1769499364367,12.9678821845523,10.4347428593367,8.52377443539528,12.6836625756883,12.6671206280668,11.6746594269862,10.875064529169,11.6023690116788,10.7943853411837,14.6408374620449,7.63476820919018,10.3181931149008,9.22606659804712,8.53654444640865,11.1262982723132
