"Regulation","Ensembl ID","log2 Fold Change","Adj.Pval","Symbol","Chr","Type","NSIP_73","NSIP_117","NSIP_122","NSIP_173","NSIP_179","NSIP_187","NSIP_197","NSIP_203","NSIP_80","NSIP_63","NSIP_81","NSIP_82","NSIP_84","NSIP_93","IPF_182","IPF_202","IPF_92"
"Up","ENSG00000120262",2.5780766644762,"5.87e-02","CCDC170","6q25.1","protein_coding",9.27399753142427,11.0208485698595,8.70780891339809,8.71139141709094,10.0390305006504,9.46828277937557,8.51515747054443,9.20646080399691,10.4289057537492,8.44029349369111,13.0772593639542,8.514355977087,11.5844512806798,9.13208978303611,8.54018630667255,6.88736372572883,8.01784980659057
"Up","ENSG00000129204",2.57794805049064,"6.79e-02","USP6","17p13.2","protein_coding",4.84293234267623,4.76018781257016,3.62636927522772,3.54174466509382,3.66836945854255,3.69104279923128,5.74195275447813,3.25596286232855,4.37220660168334,6.71729444222586,6.15911423109319,5.7313101564816,4.81473650030985,3.94926092785032,3.93714077613897,2.35967353075619,2.56411054329195
"Up","AC004834.1",2.57719572594197,"9.74e-02",NA,"NANA",NA,4.0659091460829,3.04922343122273,3.80934059627514,2.65392136802693,3.66836945854255,2.73869869445858,2.96515226467177,2.54868811505941,4.03124954081406,5.63369853551754,5.58826753592262,4.91916323197049,4.176624684642,3.75907289273111,3.06229695910242,2,2.71190683377629
"Up","ENSG00000137821",2.57556472736895,"8.21e-02","LRRC49","15q23","protein_coding",6.08192647399428,8.74550510463221,5.71222519497703,5.04676384349199,7.49079890412717,6.55531866248219,4.93845271276077,4.94672094129691,8.04087781880904,7.2746421474942,10.4741541616772,6.57702888813241,9.0047790311563,6.42689044306841,6.301438596899,4.79615033089044,4.78684733680273
"Up","ENSG00000184925",2.56216657243235,"8.94e-02","LCN12","9q34.3","protein_coding",3.58104310308973,3.19111964002649,3.41677511362933,2.46706319417919,3.12981107002342,2.73869869445858,3.53830925783272,2.94524056321531,3.18355605042243,3.57760902443798,5.50828212618321,3.98710978950638,4.22916030854672,4.0357108280482,2.52135378127656,2.35967353075619,2.56411054329195
"Up","ENSG00000164265",2.5548022414442,"5.75e-02","SCGB3A2","5q32","protein_coding",4.0659091460829,4.07321934745961,5.08991533601357,4.37995922093165,4.25185618268357,4.38816477902986,3.53830925783272,4.66030848728618,6.46389984749946,5.31199202137577,4.08521688171898,6.2477956824143,3.59070698905857,2.96637299483117,2.52135378127656,3.43232502399191,3.08164185787592
"Up","ENSG00000151090",2.55355326455747,"5.52e-02","THRB","3p24.2","protein_coding",6.28719939204901,8.15286617103722,8.32767512777873,5.76719510359636,6.94979498854826,6.34989109912727,6.02115214411904,5.65178351889789,7.16476915084562,7.23717492148641,9.85215107276392,6.45698245645752,9.67508584314358,6.56411297773661,5.94157099512035,5.01406736082992,5.16584686707258
"Up","ENSG00000143995",2.55020100093394,"8.67e-02","MEIS1","2p14","protein_coding",6.30184313055432,8.37731675036203,7.65138100867235,3.95128775612061,7.2863498686089,6.58241575386938,8.60257602544096,3.82584761009309,7.40014070713224,7.66159839414753,10.7039681782858,6.19873230818128,9.60599571366185,6.96749274344123,6.31727609815697,5.52054967635612,5.37990125857378
"Up","ENSG00000119703",2.54778246361064,"7.16e-02","ZC2HC1C","14q24.3","protein_coding",6.16436937362779,7.82841568655001,6.3064193381322,5.2917115988386,6.70886963315737,6.09153741535084,3.53830925783272,4.66030848728618,7.73626286327279,6.84731892675836,9.61019143821114,5.92475235630088,8.40653747878551,6.04450210799461,5.46099590711787,3.57625534973601,5.11363572801014
"Up","ENSG00000133424",2.54108719587395,"4.90e-02","LARGE1","22q12.3","protein_coding",5.9393580976071,6.6412518022731,3.97169646135579,4.2699091338802,6.00466410518117,5.75294555504873,6.45614445016333,4.23328672601881,5.87004000496922,7.70341235972824,8.28896117420754,6.23162591279719,7.31217162987147,5.63773379889113,4.42035158659662,3.70712011654705,4.49192111669521
"Up","ENSG00000224259",2.53981016366474,"8.97e-02","LINC01133","1q23.2","lncRNA",3.76138446399819,5.79004086919998,3.97169646135579,2.25235071303328,4.25185618268357,4.25976364166191,5.93395434976126,2.54868811505941,5.04699933277444,6.38180094657299,6.88468688798208,4.70162696879682,5.78056955364437,3.65366763789285,3.45481066498607,2.64733385721486,3.54295277720726
"Up","ENSG00000182809",2.53846436565588,"7.52e-02","CRIP2","14q32.33","protein_coding",8.46667105963233,8.4319466152891,7.86278372156832,6.72369332941219,7.36471870692246,7.24791769634058,6.73937709997832,6.57932322559032,8.66702666318668,4.57576478400349,11.2124788767307,7.45194776257923,9.54642748697435,8.01512072258205,5.85741825914336,4.2267432664954,7.10155796877554
"Up","ENSG00000185551",2.5364901300674,"9.72e-02","NR2F2","15q26.2","protein_coding",6.28719939204901,8.10435660051692,6.6798029920107,2.65392136802693,7.41246072440606,6.07255094374619,5.74195275447813,3.51147808898606,7.44293457374932,5.89658520194526,10.8497021731672,5.84196202279102,10.0584243398543,7.29995406798247,5.6226771487368,4.2267432664954,4.88355750792638
"Up","ENSG00000144061",2.53225904559434,"8.90e-02","NPHP1","2q13","protein_coding",6.9107887368342,9.69773976790739,7.31559228372559,5.68381718219862,8.58592495255715,7.53821413381856,5.52041786380177,5.67810026360386,9.14913007098875,8.19855886039965,11.4934874137859,6.93754210648837,9.68334693741787,7.19115203650981,7.29669704554502,5.52054967635612,5.74850078933911
"Up","ENSG00000171346",2.52979068396297,"8.90e-02","KRT15","17q21.2","protein_coding",5.97634261650769,7.54092947280933,8.55605891495415,4.37995922093165,7.03069015977251,6.49954812434648,7.60328444401898,3.25596286232855,6.8922161214395,5.84770107485511,9.4517210533171,5.75412989730553,8.29081414423808,6.04450210799461,4.47784964458597,2.35967353075619,6.13645046482126
"Up","ENSG00000233913",2.52895990376196,"8.21e-02","RPL10P9","5q34","processed_pseudogene",4.37376175605713,3.54841104275185,3.62636927522772,3.33866459066585,7.30091904746137,3.47670315033788,4.26576039407477,7.14874073835893,3.96567884140836,4.31309941490866,5.23768775516829,6.26378622766167,5.83243065904358,5.63773379889113,3.85272150542818,2.64733385721486,3.69282292757823
"Up","ENSG00000124839",2.51482132325907,"9.19e-02","RAB17","2q37.3","protein_coding",4.25837893425759,6.22899560868225,5.66552497766678,3.44377498674068,5.33775478978556,4.11880825680551,5.25858314522028,2.54868811505941,6.30064699428213,5.51348137722355,8.3854017379224,5.10815543405803,7.09581856903843,3.94926092785032,3.93714077613897,3.27242787065032,4.22290153816116
"Up","ENSG00000205978",2.51410330079213,"2.40e-02","NYNRIN","14q12","protein_coding",7.4667374414038,8.13979722310917,6.99515828394564,7.71725202968712,7.46515592734129,7.16071214606946,8.0179677774914,6.85781559217419,7.73133908407059,6.71729444222586,10.7647569183956,8.49416504251886,10.0374022787773,7.36818204858473,5.59695746479728,3.93785471604313,6.30888830861855
"Up","ENSG00000064042",2.51374103915385,"7.11e-02","LIMCH1","4p13","protein_coding",6.1319553375453,8.68381388584245,6.95688592224993,6.85336550340867,7.68102005804911,6.39644043446666,6.18117031145025,4.71216864863328,8.52060125400513,7.82204018684153,10.5855347081429,6.21527285568127,9.39944250679483,7.05288852322556,6.46676549686125,4.90921944743321,5.52687830468846
"Up","ENSG00000144451",2.51342541113082,"8.39e-02","SPAG16","2q34","protein_coding",6.98525713259152,9.51918258953385,6.87715364055374,5.93884829182846,8.49064250029603,7.72610565529591,6.10337866618775,6.47811294463487,9.59227224497391,6.82223465102054,11.31251839516,6.51157309707804,9.92644199113399,7.53329243165787,7.17159785811006,5.40960913404516,6.02779303333811
"Up","ENSG00000161996",2.51072101371523,"7.33e-02","WDR90","16p13.3","protein_coding",8.24969479553041,9.01967569604374,7.79930967679306,6.39714371338955,7.86385147767561,7.86499660513231,7.97493125608396,5.87295396496312,9.19634610585632,6.2749263378517,11.666984368425,7.8410668431349,9.87996344021223,8.10283600897472,7.15406734958898,5.28942144921905,6.66688502600373
"Up","ENSG00000228709",2.50247527048112,"8.13e-02","LINC02575","21q22.3","lncRNA",3.58104310308973,3.43885970773827,3.80934059627514,4.71000627473455,4.31063174436948,5.3417709420195,3.53830925783272,3.91706116714722,3.18355605042243,3.57760902443798,3.05736681705879,8.13422874294549,4.94608773582215,2.3085712000615,2,2.88706236990893,2.84595928035154
"Up","ENSG00000187260",2.50137113821049,"7.33e-02","WDR86","7q36.1","protein_coding",4.92089178558102,5.83397833853041,4.37147550095145,2.81932934102204,4.05963290925767,4.89991230920091,2.96515226467177,2.76054666914731,5.81525163683661,3.99172469819306,8.75242220192621,5.07228588384362,6.93115734834468,4.89510376816279,3.33545759221757,2.88706236990893,3.28417482046161
"Up","ENSG00000148498",2.49884402443431,"9.69e-02","PARD3","10p11.21","protein_coding",6.14825338726746,9.12068888597062,6.81432258974969,3.95128775612061,8.00400677255015,7.16071214606946,7.35738736558587,4.5506365072087,8.50913999741005,7.03368572312858,10.6683746536157,5.75412989730553,9.52688667077507,7.00011136315079,6.16806087170368,4.04071380106675,6.45242671181294
"Up","ENSG00000102468",2.4980656662085,"9.19e-02","HTR2A","13q14.2","protein_coding",4.80231373800711,4.2779538906715,3.17146965084859,3.33866459066585,4.05963290925767,3.22486764203519,2.96515226467177,4.30258729631569,3.18355605042243,5.63369853551754,2.89910112519778,4.20152495814125,2.74041503123027,2.96637299483117,2.72504499626655,2,2.84595928035154
"Up","ENSG00000164078",2.49575610959303,"7.53e-02","MST1R","3p21.31","protein_coding",4.92089178558102,6.44272214784097,5.75746099982236,2.46706319417919,5.5958387043308,4.56159013306992,3.94740757811338,3.38936987454512,6.48745343770203,5.23804974499865,9.46766994435247,5.8205001933093,8.12396160310646,5.6919837649762,3.93714077613897,3.57625534973601,3.82857896750334
"Up","ENSG00000188010",2.49089669676056,"7.14e-02","MORN2","2p22.1","protein_coding",7.85716543832742,9.79403414621408,7.25379412577086,6.9635262604353,8.54978410338394,8.16301827823981,7.14084833708753,6.89194444166193,9.72699499472341,6.71729444222586,11.5511753363788,7.49322494263975,10.247780483126,7.6406356971427,7.05364607806426,5.52054967635612,7.03293345436748
"Up","ENSG00000237512",2.48890583199178,"9.99e-02","UNC5B-AS1","10q22.1","lncRNA",4.80231373800711,4.45721226629272,4.58727885509461,2.96770860128258,3.91559810809784,3.47670315033788,2.96515226467177,2.54868811505941,4.26725964355833,2.99448840961288,6.93654142552523,4.06217844302941,5.72677443885106,4.89510376816279,2.72504499626655,2.64733385721486,3.4617438179318
"Up","ENSG00000247081",2.48785190524715,"7.13e-02","BAALC-AS1","8q22.3","lncRNA",6.14825338726746,7.79546039279317,5.92542824094797,4.79192608257699,6.7519225366887,6.2688071990246,5.39543241777931,4.36871099903328,7.41249760050807,7.89603104438825,9.81523137172859,6.57702888813241,8.5242142146412,6.06520311610858,5.83559008600547,4.73610911081379,4.36367277929082
"Up","ENSG00000282854",2.48034626246153,"5.40e-02","ASAP3","CHR_HSCHR1_4_CTG3","protein_coding",5.95796886938548,7.20681375148553,6.17921436344622,5.54895406488661,6.0741638028392,6.23505308463088,5.84114527299477,5.18558303377757,7.25673406151518,6.44889115382469,9.42110567814474,6.38570453114433,8.63787810281555,6.04450210799461,4.87024065037807,4.04071380106675,5.40183716846086
"Up","ENSG00000119333",2.47950473002273,"6.91e-02","DYNC2I2","9q34.11","protein_coding",8.91302885969787,8.86414760687433,7.75538708343237,6.51037250571104,7.50345147313405,7.70776501680456,7.76360000436431,6.49301357397339,8.6436313452178,4.79789354986234,11.1117642791324,8.1728490728823,9.8696581690794,7.78489869645806,6.48089658456569,4.53935824060026,7.01169301074006
"Up","ENSG00000154319",2.47812888488464,"9.78e-02","FAM167A ENSG00000154319","8p23.1","protein_coding",4.88243859046041,6.1787664276473,3.97169646135579,3.22529013273404,5.36574241216075,4.61505609579089,4.26576039407477,3.72847557298248,5.87004000496922,4.16134229352311,8.51042728715878,4.65388709950961,7.21131520725374,5.3308825430193,4.09246487645476,3.09257416188522,4.17275051994046
"Up","ENSG00000006468",2.47500251275486,"8.15e-02","ETV1","7p21.2","protein_coding",5.03045954964208,3.83454841798936,4.37147550095145,2.46706319417919,3.75557197830282,4.11880825680551,3.94740757811338,4.76222911319094,3.96567884140836,7.21806998781704,6.27643736140587,5.53446183173447,6.33010708142233,4.52847400278139,3.06229695910242,3.93785471604313,2.84595928035154
"Up","ENSG00000148225",2.47312958516474,"7.25e-02","WDR31","9q32","protein_coding",5.9393580976071,8.28140230486245,6.50515702179211,4.86944315906583,7.03069015977251,6.33403479867952,5.93395434976126,5.11027251614126,7.51919047056339,6.87197450303378,10.1042028117342,6.04065861083695,8.64272779340848,6.2752307064188,5.72120211501768,4.53935824060026,5.31201840342512
"Up","ENSG00000109819",2.47138371320555,"9.43e-02","PPARGC1A","4p15.2","protein_coding",4.76051831701177,4.97163736083822,4.25012204710402,2.81932934102204,4.75348771363407,4.32539221600764,2.96515226467177,2.76054666914731,5.13910593084885,7.49699396563785,6.48583679568647,5.30644596384918,6.642468550142,4.6430646559555,4.01689213940503,2.64733385721486,3.4617438179318
"Up","ENSG00000173376",2.46645785033349,"7.85e-02","NDNF","4q27","protein_coding",4.71747584963983,4.45721226629272,5.15897224772317,2.46706319417919,4.3671062235033,2.53184805551954,2.96515226467177,4.23328672601881,5.04699933277444,5.57484177895166,8.44390359600096,4.83604210192861,5.59285528883661,5.18718788662686,3.06229695910242,3.57625534973601,2
"Up","ENSG00000153904",2.46569068028797,"7.87e-02","DDAH1","1p22.3","protein_coding",6.01240266102175,8.84548636479385,6.45111250637582,4.2699091338802,7.69211566614858,6.39644043446666,5.84114527299477,4.76222911319094,7.71147418288694,6.31143800568842,11.3036603065036,5.79871426580199,10.0019846889241,7.18170367821535,5.85741825914336,4.46732331847426,4.97419005015275
"Up","ENSG00000288424",2.46312499203071,"8.57e-02","AGAP12P","CHR_HG1277_PATCH","transcribed_unprocessed_pseudogene",6.06485708786441,5.64957968498322,4.25012204710402,4.37995922093165,4.42145302866405,3.87761866242279,5.84114527299477,2.94524056321531,4.84301393604442,4.45040165759426,7.91279122081471,4.99775509354719,6.72710046885371,4.5869067464201,4.36046650247807,2.35967353075619,3.54295277720726
"Up","ENSG00000175287",2.46085203063424,"7.88e-02","PHYHD1","9q34.11","protein_coding",5.99448530056486,6.36997225217439,5.84388771067727,3.44377498674068,5.28009607384897,4.61505609579089,4.74709030938281,3.62405284724942,6.19015371570308,6.03402156641797,8.70835578865202,5.2433295755893,8.11700824440967,6.12558145001016,4.5331436987072,4.04071380106675,4.27136761293938
"Up","ENSG00000105982",2.45832097892663,"9.29e-02","RNF32","7q36.3","protein_coding",4.80231373800711,6.03558740852588,4.86037715749454,3.10224038515562,5.30921346100868,4.61505609579089,2.96515226467177,4.16048855306502,6.0067190915105,6.11887208587092,8.62547677695193,5.42495391439995,7.26891181804649,5.29627824987798,4.23267991292204,4.2267432664954,3.4617438179318
"Up","ENSG00000178184",2.45675641589042,"6.80e-02","PARD6G","18q23","protein_coding",4.99485360373861,4.34021455455172,4.77496230828375,3.10224038515562,3.66836945854255,4.04280544802019,3.94740757811338,2.76054666914731,3.06332117327356,5.57484177895166,5.30235748368233,4.06217844302941,5.8988003932279,4.26774211750473,2.52135378127656,2.64733385721486,3.37568952772296
"Up","ENSG00000066185",2.45517088454692,"8.90e-02","ZMYND12","1p34.2","protein_coding",5.97634261650769,7.92299206747748,5.01738599481546,4.62315333626854,6.51004506657257,5.3731443088864,5.74195275447813,4.49250688010998,7.31713310520319,6.2749263378517,9.93096162576221,6.0030484337966,8.49501232025689,6.22091496094623,5.34217505692339,4.2267432664954,5.31201840342512
"Up","ENSG00000177398",2.45390818982935,"6.89e-02","UMODL1","21q22.3","protein_coding",5.57957057945795,4.97163736083822,3.62636927522772,2.65392136802693,4.71048219553846,4.11880825680551,5.25858314522028,2.76054666914731,5.19739760136089,5.84770107485511,6.66865976093192,5.27523290163392,5.51035103585278,4.6430646559555,4.01689213940503,2.64733385721486,2.71190683377629
"Up","ENSG00000010626",2.45173692024799,"9.59e-02","LRRC23","12p13.31","protein_coding",8.21529964944515,10.7900834115624,8.37197940182398,7.08224174600533,9.62979289401849,8.84139331330485,7.90786919281938,6.63412162619347,10.8107753428328,6.38180094657299,12.4968105530071,7.53993487873107,10.7657005084841,8.56200381337541,8.03655315375797,7.2513688202623,7.19873719443693
"Up","ENSG00000182463",2.45020065421656,"9.23e-02","TSHZ2","20q13.2","protein_coding",5.78114038375458,8.28931453835358,6.97614901234389,4.32598326315776,7.61259232101586,7.0678942826615,5.39543241777931,4.49250688010998,7.38140462450021,6.96658752158056,10.0790447018145,5.7313101564816,9.77344030794703,6.47409645830777,5.67278053058856,5.1583037496001,5.71384807050893
"Up","ENSG00000086548",2.4494203631044,"6.96e-02","CEACAM6","19q13.2","protein_coding",9.20361010023471,11.3912942925142,9.21707960297485,5.92075365828029,9.4729809387514,8.80734492964858,10.566248214294,7.35038858077518,10.4477894077921,8.11839707195945,13.8087789481853,8.97404031883517,12.3519723783932,9.87620633347651,7.5455561683253,6.12282668132874,8.54204628128553
"Up","ENSG00000064655",2.44469228802547,"8.06e-02","EYA2","20q13.12","protein_coding",6.59129562467864,7.67983290763016,6.45111250637582,5.20465630704992,7.42581606352702,6.74713176291678,6.2549810864739,4.60651438827686,7.13525095741596,6.15949648004918,9.97253982918525,6.47082499188744,9.71016220882542,6.70268284614094,5.54410027345585,3.93785471604313,6.08314445724621
"Up","ENSG00000159714",2.44285014652196,"8.03e-02","ZDHHC1","16q22.1","protein_coding",6.92976928888122,7.74457147859702,5.80132144797039,3.87815610517221,6.4589931265388,6.21787518367198,4.5264063487638,4.00284913048562,7.80348744617781,4.89732374772934,10.9228699858795,6.44300581531334,9.45977024560938,7.0632161630434,5.0704107644981,4.04071380106675,5.05946388782561
"Up","ENSG00000141519",2.44095494888864,"8.06e-02","CCDC40","17q25.3","protein_coding",8.04731701882116,9.82430133233626,9.16766675737785,7.27973063819192,9.64700134197072,8.40989211313432,7.25317667892809,6.55112319437544,10.6188391136987,6.66181573129556,12.0651714872093,7.77565761535039,10.4278410723854,8.02572129200257,7.91692202553489,6.69576693872329,6.68488857709604
"Up","ENSG00000081803",2.43672866928054,"6.65e-02","CADPS2","7q31.32","protein_coding",6.81194919210033,8.12660880436967,6.42331157972392,5.88386897848263,7.50345147313405,7.23089319432499,5.52041786380177,5.54143606083311,7.716466110022,7.13901506939197,9.99838810617911,6.13060589119965,9.183474464225,6.77985537620808,6.09644352869647,3.57625534973601,5.6962045019996
"Up","ENSG00000090097",2.43394089634306,"5.36e-02","PCBP4","3p21.2","protein_coding",5.42762205073555,5.31948661941647,4.25012204710402,4.37995922093165,4.47382667614337,5.86752986642411,4.93845271276077,4.76222911319094,4.94860887071306,5.63369853551754,6.7287182782476,5.7313101564816,7.86228912056685,4.4039901765252,3.45481066498607,3.09257416188522,4.31825829309929
"Up","ENSG00000074219",2.4324399447104,"8.51e-02","TEAD2","19q13.33","protein_coding",4.58006158768403,3.74532958689302,4.11761552266629,2.81932934102204,3.57555502839953,2.91957656532484,2.96515226467177,2.30027309215264,3.4937640460329,5.51348137722355,4.72723955359533,4.79261381503152,3.88073470003126,4.26774211750473,2.52135378127656,3.09257416188522,2.39942685388785
"Up","ENSG00000161905",2.42904736404732,"9.63e-02","ALOX15","17p13.2","protein_coding",9.31247068097378,11.7300633023338,9.56437065725933,6.94574041134573,10.2583081325948,9.38030759977325,9.37280093881345,5.39045814146735,10.5421877503639,7.21806998781704,14.0566383876624,7.57239682014312,12.59887776024,10.4179671341398,8.41698297722803,5.92189092134306,8.26824046005341
"Up","ENSG00000070778",2.42897015521065,"7.82e-02","PTPN21","14q31.3","protein_coding",5.69501002009171,7.09389328488727,5.61726235220342,4.53073484347871,6.3085037961286,5.43391559407823,4.5264063487638,4.76222911319094,7.01074039231836,7.0553757810493,9.40463062673502,5.61146123216047,8.28151568665989,5.71836245296064,5.03253712795715,3.93785471604313,5.03159557820541
"Up","ENSG00000176532",2.42883485345599,"8.21e-02","PRR15","7p14.3","protein_coding",8.81689912727559,9.21508987707623,8.44983058275451,6.9635262604353,8.09040878240431,7.87598918511362,5.84114527299477,6.96857234772106,8.64624963912687,5.44939483082383,11.4266127632399,8.16860862633366,10.192627487621,7.68143222822042,6.73783741026611,4.53935824060026,7.33037942773276
"Up","ENSG00000133401",2.42549812671214,"6.31e-02","PDZD2","5p13.3","protein_coding",6.70583679657845,6.80473889727839,6.33654223138553,4.21156709094476,6.32285206097517,5.91093126243019,7.28875655051301,3.82584761009309,6.52207814160269,7.77051695808541,8.85569032433209,6.48453597065004,8.81373788708644,5.86724322823686,4.09246487645476,4.46732331847426,5.64194099187525
"Up","ENSG00000168734",2.42426114141179,"6.68e-02","PKIG","20q13.12","protein_coding",7.55495674877183,8.8074237370458,7.12164035040419,6.04289438174057,7.3153425679373,7.33015111491247,6.9760256451457,6.16112633672413,8.48594065719628,5.94386708637019,10.8015763634221,7.2175514887786,9.70089158155963,7.88726331439321,6.40881495666333,5.33060659562778,6.23749436893921
"Up","ENSG00000165698",2.42239901241498,"7.98e-02","SPACA9","9q34.13","protein_coding",7.57317893978886,9.48514215645882,6.89750361171188,5.93884829182846,8.25657860451016,7.28137560874536,6.32519866322691,5.29165428936103,8.7001638787336,5.23804974499865,12.2144166474008,7.37306202561018,10.7376421548209,8.1325636128372,6.6022090986072,4.46732331847426,6.09665674340758
"Up","ENSG00000169752",2.42179825592448,"9.88e-02","NRG4","15q24.2","protein_coding",5.03045954964208,7.32699070990283,4.86037715749454,2.46706319417919,5.25037889494079,5.65423851399839,6.32519866322691,2.76054666914731,6.96113162663816,6.44889115382469,8.45816576497699,4.74783755963818,7.69494204389022,5.91364119640748,4.87024065037807,3.82709526915926,4.06689449040812
"Up","ENSG00000167701",2.41985233121881,"4.85e-02","GPT","8q24.3","protein_coding",7.53029684773506,5.38001700358009,6.47838781815951,5.50104473510116,4.52436543838227,5.91093126243019,6.02115214411904,4.5506365072087,5.73880557055419,4.45040165759426,6.64391835956282,6.29524523522066,6.48935052311713,5.29627824987798,3.06229695910242,2.35967353075619,5.00317831953391
"Up","ENSG00000128849",2.41983707113616,"5.89e-02","CGNL1","15q21.3","protein_coding",5.40066529813455,5.83397833853041,6.36604901296076,3.71973391324159,5.28009607384897,4.25976364166191,7.14084833708753,3.62405284724942,6.30064699428213,7.32907940487261,7.66482305279609,5.94472832694675,7.26891181804649,4.4675743187587,4.23267991292204,3.82709526915926,4.31825829309929
"Up","ENSG00000241322",2.41662309779511,"9.57e-02","CDRT1","17p12","protein_coding",4.19703174090782,5.81217686258533,3.97169646135579,3.44377498674068,5.81468463115268,4.50606622175225,6.51741427384741,3.51147808898606,6.43995532773438,6.41573600530545,8.64431016739705,4.50038758413864,6.70871776013323,4.74921951379496,4.5331436987072,3.82709526915926,3.69282292757823
"Up","ENSG00000184368",2.41199517370676,"8.90e-02","MAP7D2 ENSG00000184368","Xp22.12","protein_coding",3.37489409606968,2.89183327351249,4.11761552266629,3.71973391324159,3.91559810809784,3.96257497505829,4.93845271276077,3.38936987454512,3.58392848819135,6.11887208587092,4.29044404356822,5.14315475665894,4.32881874119187,2.3085712000615,2.28410037084381,3.27242787065032,2.71190683377629
"Up","ENSG00000275544",2.41123180700645,"8.85e-02","BDH1","CHR_HSCHR3_2_CTG3","protein_coding",6.40038730736497,6.39951387067775,5.61726235220342,4.37995922093165,5.85473468470661,4.71638740663227,5.74195275447813,4.43193637886413,5.97374399920541,4.31309941490866,9.36733152736914,5.2433295755893,7.78104067527439,6.94532993839362,4.01689213940503,4.13672492353493,5.21623429291952
"Up","ENSG00000282183",2.40965722710443,"9.29e-02","GOLGA2P10","CHR_HSCHR15_5_CTG8","transcribed_unprocessed_pseudogene",4.88243859046041,6.68988297705033,7.10423633443581,3.6334824279039,5.83484863006526,4.38816477902986,5.10737928940623,3.72847557298248,7.60244407843548,3.57760902443798,8.18988843191227,5.33699800000622,7.11688384357668,4.69711823647887,4.87024065037807,3.09257416188522,4.06689449040812
"Up","ENSG00000139971",2.40851660065742,"9.52e-02","ARMH4","14q23.1","protein_coding",5.09913887805694,7.1984345133825,5.71222519497703,3.6334824279039,6.18827128626018,5.06270376524261,4.74709030938281,4.23328672601881,6.08600284335508,6.74425374453232,9.00887139045793,5.17732507843356,7.40072123967761,4.89510376816279,5.43219549070876,3.27242787065032,3.37568952772296
"Up","ENSG00000160298",2.40736259505982,"7.45e-02","C21orf58","21q22.3","protein_coding",7.73838797808346,9.07564853938158,8.07420025495182,6.37072763153402,8.14391677499093,7.65130121689989,8.40598761300395,6.25152548087055,9.15649541765794,6.07707053498626,11.2847793566718,6.94747651042695,9.65722258297343,7.40924204138039,7.29669704554502,5.24702593793193,6.05573418533216
"Up","ENSG00000177570",2.40473571476085,"5.44e-02","SAMD12","8q24.12","protein_coding",6.30184313055432,7.76173467254566,7.8935033137656,5.80714402811637,7.24926993556997,7.56563134752953,6.93169989754709,5.75428722198841,7.50194730477052,7.71708530469632,9.98120748069274,6.37101640070484,9.08714028380244,6.18353406504888,6.28542530442551,4.31147318982634,5.37990125857378
"Up","ENSG00000160207",2.40307141230337,"5.68e-02","HSF2BP","21q22.3","protein_coding",3.84375041131145,3.43885970773827,4.48340849898263,3.22529013273404,3.57555502839953,3.47670315033788,3.94740757811338,3.10895087110678,3.66878783167034,5.16011201364128,4.08521688171898,4.50038758413864,4.06544058356791,3.28148059985997,2.90350334418611,2,2.71190683377629
"Up","ENSG00000156463",2.38095772513638,"8.80e-02","SH3RF2","5q32","protein_coding",5.13229017026824,5.28824163077864,5.40623899464047,2.65392136802693,5.12498237426877,4.38816477902986,3.94740757811338,3.62405284724942,4.76806340296572,7.0553757810493,7.11816217394194,5.42495391439995,6.86629319259701,4.52847400278139,2.90350334418611,2.64733385721486,4.57149455594693
"Up","ENSG00000152583",2.38053116668511,"8.51e-02","SPARCL1","4q22.1","protein_coding",5.34519198647526,6.05428137421815,4.77496230828375,3.54174466509382,5.22003669330679,3.7873447358999,5.25858314522028,4.00284913048562,5.57257041179875,6.63325527190374,8.40761885932351,4.74783755963818,6.46764962783093,4.79950461194716,4.29798758121374,2.88706236990893,4.22290153816116
"Up","ENSG00000102970",2.38039020868035,"7.57e-02","CCL17","16q21","protein_coding",9.73695909445743,5.64957968498322,7.66331449408029,8.37507064266834,7.43904890253673,7.18743170825994,7.21669709796584,6.75029982124858,9.58273603569298,4.79789354986234,6.21056807443816,8.46333871227895,6.68069690995848,7.4011229983738,5.27888119935572,2.88706236990893,6.7461885108111
"Up","ENSG00000188266",2.37682440869972,"7.33e-02","HYKK","15q25.1","protein_coding",4.31722353835936,4.71390720621191,4.11761552266629,3.44377498674068,4.66615522717975,4.04280544802019,4.5264063487638,3.10895087110678,4.72907550722654,6.31143800568842,6.95677239179982,4.99775509354719,6.30585225964798,3.94926092785032,3.66744133385698,3.43232502399191,2.84595928035154
"Up","ENSG00000285219",2.372697305686,"8.51e-02","HULC","6p24.3","lncRNA",6.5053373568308,5.95829078008651,4.77496230828375,4.32598326315776,5.85473468470661,6.21787518367198,5.39543241777931,4.49250688010998,6.33999354493569,9.35971007665656,8.27694281211821,7.43085768497763,6.97796059160249,6.04450210799461,5.74481679143265,3.43232502399191,4.31825829309929
"Up","ENSG00000124374",2.36888692401912,"9.44e-02","PAIP2B","2p13.3","protein_coding",5.78114038375458,8.12218573645313,6.70311210486091,5.14355692061765,7.24926993556997,6.48526199129997,5.25858314522028,4.98937964386513,7.31054562315754,6.63325527190374,10.0697864229751,5.92475235630088,8.81158610168188,6.02349973482898,6.13269655236063,3.43232502399191,5.33500275275165
